air_store_id,Model_No.,Selected_Model,Training_R2,Testing_R2,RMSLE
air_bb09595bab7d5cfb,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.726242689,0.721993946,0.525271881
air_dfe068a1bf85f395,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.919811206,0.834109796,0.525588721
air_066f0221b8a4d533,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.610455959,0.659711631,0.526791725
air_e7fbee4e3cfe65c5,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.836576179,0.850842902,0.528162076
air_fcd4492c83f1c6b9,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.833779981,0.844110945,0.528550577
air_b80fed1a07c817d2,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.744656767,0.542664461,0.528724559
air_036d4f1ee7285390,model_4,"ARIMA(0,1,1)",0.414333738,NA,0.528757703
air_2bffb19a24d11729,model_5,"Regression with ARIMA(0,1,1) errors",0.727196945,0.572606219,0.528793998
air_4b380b4db9d37883,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.578146997,0.212666091,0.528982302
air_4974785f48853db9,model_5,"Regression with ARIMA(0,0,0) errors",0.761997231,0.69712741,0.530044865
air_6cbe54f0aa30b615,model_1,"ETS(A,N,A)",0.333083192,0.376613191,0.530289675
air_21f5052d5330528d,model_1,"ETS(A,N,A)",0.284778011,0.725710751,0.53087448
air_8e8f42f047537154,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.919383479,0.783869214,0.530882934
air_7420042ff75f9aca,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.96078807,0.469949299,0.531839456
air_2e7cb1f1a2a9cd6a,model_5,"Regression with ARIMA(0,0,0)(1,0,1)[7] errors",0.910627955,0.843426759,0.532038843
air_f4936b91c9addbf0,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.822395205,0.777308774,0.533144302
air_f3f9824b7d70c3cf,model_5,"Regression with ARIMA(0,1,1) errors",0.523161622,0.334520917,0.534634548
air_3b6438b125086430,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.483759757,0.648806094,0.535051706
air_c3585b0fba3998d0,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.737347831,0.788364423,0.535183327
air_caf996ac27206301,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.615380689,0.475737654,0.535335798
air_4dea8d17f6f59c56,model_2,"STL +  ETS(A,N,N)",NA for STL,0.64579374,0.535481291
air_622375b4815cf5cb,model_5,"Regression with ARIMA(1,0,0) errors",0.621756961,0.822806276,0.535702196
air_f0c7272956e62f12,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.620853619,0.704594152,0.536828638
air_457efe8c3a30ea17,model_5,"Regression with ARIMA(0,1,1)(0,0,1)[7] errors",0.680053022,0.709623929,0.53764353
air_cfdeb326418194ff,model_1,"ETS(A,N,A)",0.645130789,0.775952163,0.538253405
air_d4b5a4b04c5f2d04,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.685354736,0.765018177,0.540432965
air_fea5dc9594450608,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.682667801,0.464449411,0.540897975
air_d69b08a175bc0387,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.79616104,0.800235575,0.54103055
air_657a0748462f85de,model_5,"Regression with ARIMA(0,0,0) errors",0.711531033,0.65406838,0.541378016
air_4c665a2bfff0da3b,model_5,"Regression with ARIMA(0,0,0)(1,0,0)[7] errors",0.576007398,0.582238629,0.542324931
air_d1418d6fd6d634f2,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.665118968,0.161983648,0.542476671
air_55c3627912b9c849,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.486618368,0.548322828,0.543107802
air_87467487d21891dd,model_5,"Regression with ARIMA(0,0,0) errors",0.642185158,0.579358643,0.543336435
air_57013002b912772b,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.476852697,0.378176801,0.543723648
air_cfcc94797d2b5d3d,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.646449606,0.722457976,0.543748483
air_876d7a23c47811cb,model_5,"Regression with ARIMA(4,1,1)(1,0,0)[7] errors",0.910684441,0.828642745,0.544788838
air_712dd258f7f91b4b,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.791044061,0.792307874,0.545397154
air_3561fd1c0bce6a95,model_5,"Regression with ARIMA(0,1,1)(0,0,2)[7] errors",0.837174851,0.721006787,0.545475414
air_e5cf003abcc5febb,model_5,"Regression with ARIMA(0,0,0) errors",0.695349215,0.739058503,0.545910269
air_79f528087f49df06,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.810429409,0.770069282,0.548887439
air_b192fb5310436005,model_5,"Regression with ARIMA(0,0,0) errors",0.693550383,0.793263825,0.550422464
air_25d8e5cc57dd87d9,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.792864204,0.698160959,0.550500582
air_16cf0a73233896de,model_5,"Regression with ARIMA(0,0,0)(1,0,0)[7] errors",0.659004584,0.618758613,0.551089702
air_c6ffd6a93e6b68d6,model_5,"Regression with ARIMA(0,0,0)(1,0,0)[7] errors",0.691513579,0.765959135,0.552164759
air_48ffd31594bc3263,model_5,"Regression with ARIMA(0,0,0) errors",0.555237534,0.534781973,0.552169519
air_b3180b74332ba886,model_2,"STL +  ETS(A,N,N)",NA for STL,0.707567666,0.552378249
air_a88ac559064dec08,model_5,"Regression with ARIMA(0,1,1) errors",0.851208151,0.854564222,0.552433365
air_138ff410757b845f,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.862112402,0.850515538,0.55259074
air_3155ee23d92202da,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.812942978,0.850030702,0.55266993
air_229d7e508d9f1b5e,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.831530523,0.820460621,0.553814281
air_d0e8a085d8dc83aa,model_1,"ETS(A,N,A)",0.171224581,0.165074412,0.554524623
air_61668cc2b0778898,model_5,"Regression with ARIMA(0,0,0)(1,0,0)[7] errors",0.614605855,0.677553293,0.554555897
air_d44d210d2994f01b,model_5,"Regression with ARIMA(0,0,0) errors",0.560979148,0.475226512,0.555745641
air_3aa839e8e0cb6c87,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.567982579,0.629586462,0.556014111
air_0164b9927d20bcc3,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.792502388,0.72190762,0.556592433
air_f593fa60ac3541e2,model_5,"Regression with ARIMA(0,0,0) errors",0.521256276,0.589671217,0.556781837
air_10bbe8acd943d8f6,model_5,"Regression with ARIMA(0,1,1) errors",0.471260896,0.002375543,0.556896988
air_1033310359ceeac1,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.560940276,0.623270593,0.557216172
air_6b65745d432fd77f,model_3,l_train ~ mon_thurs + friday + saturday,0.48425896,0.30229353,0.557663039
air_db80363d35f10926,model_5,"Regression with ARIMA(1,1,1) errors",0.600316352,0.80071352,0.557754443
air_87ca98aa7664de94,model_5,"Regression with ARIMA(0,0,0) errors",0.834361566,0.684702753,0.560125618
air_de88770300008624,model_5,"Regression with ARIMA(0,1,1) errors",0.497504305,0.415823574,0.560687427
air_bed603c423b7d9d4,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.341786235,0.526118437,0.560979732
air_0e7c11b9abc50163,model_5,"Regression with ARIMA(1,0,0) errors",0.949386134,0.967872205,0.562108253
air_15ae33469e9ea2dd,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.755604841,0.713126198,0.562823714
air_7dacea2f22afccfb,model_5,"Regression with ARIMA(0,0,0) errors",0.835081061,0.873776279,0.562830683
air_7a81bd7fadcbf3d8,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.48576326,0.392956395,0.56292353
air_93ebe490d4abb8e9,model_5,"Regression with ARIMA(0,0,0)(1,0,1)[7] errors",0.368843937,0.147877012,0.563630506
air_2b9bc9f5f5168ea1,model_5,"Regression with ARIMA(0,0,0)(2,0,0)[7] errors",0.636634191,0.711531945,0.564878561
air_7cf5a02c0e01b647,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.569732306,0.091461186,0.565028619
air_cb083b4789a8d3a2,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.939629027,0.913969539,0.565171833
air_707d4b6328f2c2df,model_5,"Regression with ARIMA(0,1,1)(2,0,0)[7] errors",0.412104438,0.668143717,0.566054384
air_5c7489c9ec755e2d,model_5,"Regression with ARIMA(0,0,0) errors",0.825807389,0.923445156,0.568617204
air_77488fa378cf98c3,model_5,"Regression with ARIMA(0,1,1) errors",0.479895299,0.296789249,0.569846622
air_929d8513e3cdb423,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.468576213,0.44363077,0.570234185
air_60aa54ecbc602348,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.587459929,0.539006419,0.570265803
air_7bc6ca04d7b0f3b8,model_5,"Regression with ARIMA(0,0,0)(1,0,0)[7] errors",0.956913795,0.929397209,0.570299888
air_646b93e336f0dded,model_5,"Regression with ARIMA(1,0,0) errors",0.681377886,0.658708479,0.570663589
air_c26f027b5bc1f081,model_2,"STL +  ETS(A,N,N)",NA for STL,0.620913571,0.570986657
air_0728814bd98f7367,model_5,"Regression with ARIMA(2,1,1) errors",0.597205097,0.480661046,0.574307164
air_800c02226e2e0288,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.844285631,0.78751731,0.576690423
air_97958e7fce98b6a3,model_5,"Regression with ARIMA(0,1,1) errors",0.245004975,0.185220536,0.577955686
air_97e0f2feec4d577a,model_2,"STL +  ETS(A,N,N)",NA for STL,0.779358125,0.577966811
air_99a5183695b849f9,model_5,"Regression with ARIMA(0,1,3)(2,0,1)[7] errors",0.608364973,0.64095567,0.578350636
air_ba937bf13d40fb24,model_5,"Regression with ARIMA(0,1,1)(0,0,1)[7] errors",0.875916721,0.692675068,0.578761536
air_e76a668009c5dabc,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.739300227,0.463493001,0.578808932
air_9cd5e310f488bced,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.574246346,0.495469528,0.581050606
air_c8fe396d6c46275d,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.437290183,0.646679906,0.582071735
air_c759b6abeb552160,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.681830377,0.777219514,0.582472642
air_5485912b44f976de,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.726487112,0.739979476,0.582534133
air_e64de0a6bf0739af,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.851748907,0.873164833,0.582832554
air_87059630ab6fe47f,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.717999772,0.578374663,0.583424997
air_ab3ae0e410b20069,model_5,"Regression with ARIMA(0,1,2)(2,0,0)[7] errors",0.781354837,0.752198469,0.583790041
air_383f5b2f8d345a49,model_1,"ETS(A,N,A)",0.191170413,0.044743799,0.584131175
air_710d6537cb7623df,model_5,"Regression with ARIMA(0,1,1) errors",0.642766921,0.629523068,0.584415246
air_5e339a1f364cdb00,model_5,"Regression with ARIMA(0,1,1) errors",0.764992216,0.671217694,0.585051342
air_dad0b6a36138f309,model_5,"Regression with ARIMA(0,0,0) errors",0.788823706,0.552516991,0.585619734
air_a85f0c0c889f6b7e,model_5,"Regression with ARIMA(1,0,0) errors",0.825760522,0.749489232,0.586425185
air_a85f8c0bfd61889f,model_5,"Regression with ARIMA(0,0,0) errors",0.681992391,0.739826308,0.587153881
air_8523d6a70de49e6c,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.535094864,0.510855942,0.590030408
air_70e9e8cd55879414,model_5,"Regression with ARIMA(2,1,1) errors",0.559851222,0.615002264,0.590070889
air_28a9fa1ec0839375,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.870302546,0.850473826,0.590872719
air_2009041dbf9264de,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.903300061,0.665957878,0.591323047
air_2c6fef1ce0e13a5a,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.394808706,0.396253635,0.592037489
air_a49f1cf0634f13e5,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.814135694,0.908666,0.593384005
air_6c91a28278a16f64,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.720033569,0.75984205,0.596776032
air_258ad2619d7bff9a,model_5,"Regression with ARIMA(1,1,1) errors",0.702870166,0.784480227,0.59759588
air_b2d97bd2337c5ba7,model_4,"ARIMA(1,0,0) with non-zero mean",0.18375331,0.033385693,0.598207089
air_d473620754bf9fc2,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.66911848,0.452311112,0.600384117
air_506fe758114df773,model_5,"Regression with ARIMA(2,0,0)(2,0,0)[7] errors",0.697545328,0.797912872,0.600695018
air_eda179770dfa9f91,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.518197844,0.382602712,0.601026801
air_c8265ecc116f2284,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.558907362,0.508426033,0.601030623
air_bb26d6d079594414,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.760713585,0.785599136,0.601092883
air_dc71c6cc06cd1aa2,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.267739803,0.417441221,0.604740896
air_746211c0b532e8aa,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.728188677,0.599131159,0.604968416
air_0845d8395f30c6bb,model_5,"Regression with ARIMA(0,0,0) errors",0.648258399,0.452263,0.607942777
air_af03c277a167b2bd,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.846998611,0.754744926,0.608468488
air_6d64dba2edd4fc0c,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.758595332,0.747281776,0.610002954
air_4beac252540f865e,model_5,"Regression with ARIMA(0,0,0)(1,0,0)[7] errors",0.850521653,0.581872593,0.610194156
air_f1f9027d4fa8f653,model_5,"Regression with ARIMA(0,0,0) errors",0.837361828,0.816343442,0.611555999
air_1ab60ce33bfed8a8,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.659930244,0.512592913,0.61282048
air_c2c8435bdb3516d4,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.762862981,0.737233971,0.612905875
air_fe22ef5a9cbef123,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.440861478,0.221880048,0.613034145
air_6b7678aae65d2d59,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.696146321,0.618589188,0.61790564
air_87f9e1024b951f01,model_5,"Regression with ARIMA(0,0,0) errors",0.560912991,0.694407179,0.618836039
air_e01d99390355408d,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.550374662,0.649965343,0.620444688
air_5d7c744c3a2ef624,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.602212786,0.560826035,0.624071169
air_fa4ffc9057812fa2,model_5,"Regression with ARIMA(0,0,0) errors",0.573455405,0.558288036,0.626838049
air_287d2de7d3c93406,model_5,"Regression with ARIMA(1,1,2) errors",0.566865019,0.458202661,0.628715959
air_f9168b23fdfc1e52,model_5,"Regression with ARIMA(0,0,0)(1,0,0)[7] errors",0.713369857,0.435954965,0.630028067
air_bf13014b6e3e60ca,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.921230512,0.823071163,0.633938779
air_0f60e1576a7d397d,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.842060012,0.670222737,0.634841794
air_b1bb1fae86617d7a,model_5,"Regression with ARIMA(0,1,1) errors",0.646630247,0.705157345,0.635594581
air_63b13c56b7201bd9,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.38015,0.633629295,0.635728806
air_cbe867adcf44e14f,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.756234647,0.684777685,0.636390816
air_63a88d81295195ed,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.619505045,0.610313068,0.638436539
air_eec5e572b9eb9c23,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.72598967,0.760794978,0.641432885
air_5878b6f2a9da12c1,model_5,"Regression with ARIMA(0,0,0) errors",0.673415022,0.304330375,0.642175681
air_9f277fb7a2c1d842,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.380623962,0.112415565,0.645834414
air_832f9dbe9ee4ebd3,model_5,"Regression with ARIMA(1,1,1)(1,0,0)[7] errors",0.805452802,0.657195548,0.648897718
air_fcfbdcf7b1f82c6e,model_5,"Regression with ARIMA(0,0,0) errors",0.829696531,0.796011179,0.652583378
air_40953e2d8b4f2857,model_5,"Regression with ARIMA(2,1,1)(2,0,0)[7] errors",0.739822242,0.635364692,0.653392714
air_4c2ed28f3f19ca52,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.572888992,0.721502342,0.65355513
air_396942e6423a2145,model_5,"Regression with ARIMA(0,0,0)(2,0,0)[7] errors",0.675350667,0.670048488,0.654429059
air_d0a1e69685259c92,model_5,"Regression with ARIMA(0,1,1)(0,0,2)[7] errors",0.653547762,0.196338044,0.65535373
air_f6cdaf7b7fdc6d78,model_5,"Regression with ARIMA(0,0,0)(0,0,2)[7] errors",0.665337807,0.312084406,0.656415102
air_d4d218b451f82c3d,model_1,"ETS(A,N,A)",0.263532258,0.421092312,0.656631655
air_90f0efbb702d77b7,model_5,"Regression with ARIMA(0,0,0) errors",0.850401315,0.767876128,0.658378489
air_b60cc7d6aee68194,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.450523638,0.575839971,0.6615565
air_23e1b11aee2a1407,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.782256601,0.648267229,0.665350732
air_8c3175aa5e4fc569,model_4,"ARIMA(1,0,0)(1,0,0)[7] with non-zero mean",0.111032941,0.003870758,0.666185748
air_fc477473134e9ae5,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.565626754,0.411966757,0.668039029
air_81c5dff692063446,model_5,"Regression with ARIMA(0,1,1)(2,0,0)[7] errors",0.652577112,0.51421463,0.668445508
air_728ff578acc6ac6e,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.663623576,0.530699739,0.669880753
air_2ac361b97630e2df,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.376257355,0.350740813,0.67139808
air_d4981cdde163b172,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.8603887,0.708701878,0.672610486
air_38746ffe9aa20c7e,model_5,"Regression with ARIMA(0,1,1) errors",0.527611287,0.501833133,0.674703422
air_add9a575623726c8,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.853971314,0.851380601,0.675112257
air_25c583983246b7b0,model_5,"Regression with ARIMA(1,0,0) errors",0.830308936,0.792512456,0.679179728
air_382f5ace4e2247b8,model_5,"Regression with ARIMA(0,1,1) errors",0.732896902,0.666027473,0.679485091
air_22682e965418936f,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.445535244,0.315726703,0.682276635
air_3e93f3c81008696d,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.789413217,0.747014045,0.683217286
air_6e3fd96320d24324,model_5,"Regression with ARIMA(0,1,1)(2,0,0)[7] errors",0.703653661,0.430567101,0.684599197
air_48e9fc98b62495a7,model_5,"Regression with ARIMA(0,1,1) errors",0.683044197,0.716499905,0.686385027
air_32b02ba5dc2027f4,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.614891773,0.527916957,0.691657903
air_7d65049f9d275c0d,model_1,"ETS(A,N,A)",0.365259272,0.561203247,0.692736152
air_df843e6b22e8d540,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.480759374,0.350731557,0.693571878
air_b23d0f519291247d,model_5,"Regression with ARIMA(0,1,1) errors",0.537980718,0.463523144,0.697006653
air_939964477035ef0b,model_5,"Regression with ARIMA(0,0,0)(2,0,0)[7] errors",0.742144426,0.537390495,0.698650294
air_0768ab3910f7967f,model_5,"Regression with ARIMA(1,0,0) errors",0.748923203,0.820146737,0.70056911
air_0919d54f0c9a24b8,model_5,"Regression with ARIMA(0,1,1) errors",0.880024476,0.707304403,0.700925639
air_465bddfed3353b23,model_4,"ARIMA(2,0,0) with non-zero mean",0.174447258,0.008968351,0.702519898
air_a2567267116a3b75,model_5,"Regression with ARIMA(0,0,0)(0,0,1)[7] errors",0.554934612,0.610918842,0.70660153
air_bcce1ea4350b7b72,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.45447996,0.559307118,0.711205818
air_aed3a8b49abe4a48,model_5,"Regression with ARIMA(0,1,1)(0,0,2)[7] errors",0.553771944,0.342068877,0.712208929
air_51281cd059d7b89b,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.808991565,0.651411387,0.713248057
air_fdc02ec4a3d21ea4,model_5,"Regression with ARIMA(0,1,1) errors",0.514839519,0.480012298,0.714857958
air_6c1128955c58b690,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.864547572,0.679046098,0.716941236
air_0867f7bebad6a649,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.615162351,0.297681072,0.716966684
air_2a485b92210c98b5,model_5,"Regression with ARIMA(0,1,1)(2,0,1)[7] errors",0.914426828,0.561337673,0.717278567
air_8110d68cc869b85e,model_5,"Regression with ARIMA(0,0,0) errors",0.895288257,0.89017437,0.719117976
air_81bd68142db76f58,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.886923977,0.750263542,0.720541982
air_082908692355165e,model_1,"ETS(A,N,A)",0.383636942,0.684048651,0.723118129
air_4579cb0669fd411b,model_1,"ETS(A,N,A)",0.200350731,0.043603254,0.724916338
air_b4f32bcc399da2b9,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.624345253,0.501556536,0.727610859
air_17a6ab40f97fd4d8,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.735382484,0.540600465,0.727927741
air_df507aec929ce5f6,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.560819245,0.550972165,0.731725512
air_c3bc011cca3bec65,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.489577419,0.520288426,0.737949539
air_b1a72bf1ebf4b8ef,model_5,"Regression with ARIMA(0,0,1)(0,0,1)[7] errors",0.925778813,0.738969576,0.74138373
air_5e939e005bd34633,model_5,"Regression with ARIMA(0,1,1) errors",0.918636519,0.680628819,0.74483644
air_56cebcbd6906e04c,model_5,"Regression with ARIMA(0,1,1) errors",0.631404352,0.70694995,0.751507405
air_5c65468938c07fa5,model_5,"Regression with ARIMA(0,1,1)(1,0,0)[7] errors",0.683491284,0.379334939,0.762816533
air_ade6e836ffd1da64,model_5,"Regression with ARIMA(0,1,1) errors",0.687642762,0.336898693,0.763842314
air_b2d8bc9c88b85f96,model_5,"Regression with ARIMA(0,1,1) errors",0.607842387,0.726060827,0.765085262
air_8e429650fcf7a0ae,model_5,"Regression with ARIMA(0,1,1) errors",0.520043163,0.491703465,0.765271518
air_7514d90009613cd6,model_5,"Regression with ARIMA(0,0,0) errors",0.790990981,0.844379982,0.768943818
air_9ca2767761efff4d,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.605871744,0.621010083,0.770114702
air_2fed81034f8834e5,model_2,"STL +  ETS(A,N,N)",NA for STL,0.718263996,0.77608315
air_a2b29aa7feb4e36f,model_2,"STL +  ETS(M,N,N)",NA for STL,0.401027841,0.777206981
air_609050e4e4f79ae1,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.776907007,0.618249929,0.785427663
air_3982a2c4ea2ed431,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.839402307,0.509619927,0.794908872
air_1d1e8860ae04f8e9,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.506357165,0.397199702,0.79544719
air_8f273fb9ad2fed6f,model_4,"ARIMA(1,1,1)(1,0,2)[7]",0.229937191,0.093697087,0.798903422
air_9387ff95e886ebc7,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.805779156,0.710203977,0.800610276
air_37189c92b6c761ec,model_5,"Regression with ARIMA(0,0,0)(2,0,0)[7] errors",0.694029464,0.727892649,0.817037431
air_b1d822f75c9fc615,model_5,"Regression with ARIMA(1,0,1) errors",0.576895111,0.510491182,0.828968956
air_9efaa7ded03c5a71,model_5,"Regression with ARIMA(0,1,1) errors",0.690555912,0.517014047,0.852999295
air_8b4a46dc521bfcfe,model_3,l_train ~ log_reserves + closed_days + mon_thurs + friday + saturday,0.650786959,0.647097619,0.880595759
air_e9ebf7fc520ac76a,model_5,"Regression with ARIMA(0,1,2)(1,0,0)[7] errors",0.798195214,0.568573236,0.882911581
air_8f13ef0f5e8c64dd,model_5,"Regression with ARIMA(2,1,1) errors",0.774976228,0.571756957,0.896202117
air_3a8a3f8fb5cd7f88,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.793398224,0.723259234,0.91929169
air_ad13e71e21235131,model_5,"Regression with ARIMA(0,0,0) errors",0.552858094,0.214241254,0.921603162
air_ab9746a0f83084b7,model_5,"Regression with ARIMA(0,1,1)(0,0,1)[7] errors",0.536186814,0.623985024,0.923359502
air_91beafbba9382b0a,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.655565291,0.635573954,0.969401531
air_93dd7070c9bf5453,model_5,"Regression with ARIMA(0,1,1)(0,0,1)[7] errors",0.760588421,0.647171026,0.971704835
air_629edf21ea38ac2d,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.467497678,0.457364352,0.999563848
air_f267dd70a6a6b5d3,model_3,l_train ~ closed_days + mon_thurs + friday + saturday,0.789405196,0.675151751,1.003433147
air_52a08ef3efdb4bb0,model_5,"Regression with ARIMA(1,0,0) errors",0.63281657,0.927757449,1.070371573
air_789103bf53b8096b,model_5,"Regression with ARIMA(0,0,0)(2,0,2)[7] errors",0.868921246,0.333187173,2.259835079
air_a17f0778617c76e2,No Model,This time series is too short to forecast!,The length, of ts is:,47
air_900d755ebd2f7bbd,No Model,This time series is too short to forecast!,The length, of ts is:,52
air_1c0b150f9e696a5f,No Model,This time series is too short to forecast!,The length, of ts is:,52
air_cf5ab75a0afb8af9,No Model,This time series is too short to forecast!,The length, of ts is:,67
